,Year,Average_Temp,State,percipitation,Abbreviation,RPS,Enacted,CoalPrice,SolarPrice,PetroleumPrice,GasPrice
1142,2016,44.6,Vermont,38.62,VT,True,2015,189.58333333333331,0.5505,38.29,3.0966666666666662
1143,2017,43.8,Vermont,46.3,VT,True,2015,195.8166666666667,0.462166667,48.05,3.4933333333333336
1144,2018,43.2,Vermont,47.07,VT,True,2015,199.59166666666667,0.4115,61.4,3.523333333333333
1145,2019,41.9,Vermont,51.4,VT,True,2015,199.825,0.37725,55.59,2.803333333333333
1146,2020,44.8,Vermont,40.21,VT,True,2015,188.9416666666667,,36.86,2.2416666666666667
1147,1990,57.4,Virginia,45.48,VA,False,None,,8.805156382,20.03,
1148,1991,57.0,Virginia,38.95,VA,False,None,,7.95646661,16.54,
1149,1992,54.4,Virginia,44.03,VA,False,None,,7.21386306,15.99,
1150,1993,55.1,Virginia,44.97,VA,False,None,,7.107776839,14.25,
1151,1994,55.3,Virginia,45.38,VA,False,None,,6.365173288,13.19,
1152,1995,55.0,Virginia,44.31,VA,False,None,,5.834742181,14.62,
1153,1996,54.0,Virginia,55.89,VA,False,None,,6.046914624,18.46,
1154,1997,54.5,Virginia,38.08,VA,False,None,,6.365173288,17.23,4.315
1155,1998,57.4,Virginia,45.94,VA,False,None,,5.728655959,10.87,3.5683333333333334
1156,1999,56.3,Virginia,42.72,VA,False,None,,5.092138631,15.56,3.876666666666667
1157,2000,54.9,Virginia,40.33,VA,False,None,,4.879966188,26.72,7.526666666666666
1158,2001,55.8,Virginia,34.88,VA,False,None,,4.773879966,21.84,5.665
1159,2002,56.6,Virginia,42.62,VA,False,None,99.76666666666668,4.031276416,22.51,5.429166666666667
1160,2003,55.0,Virginia,61.89,VA,False,None,99.93333333333334,3.978233305,27.56,8.579166666666667
1161,2004,55.9,Virginia,48.94,VA,False,None,108.91666666666669,4.137362637,36.77,8.965833333333334
1162,2005,55.9,Virginia,39.83,VA,False,None,116.51666666666668,4.243448859,50.28,13.141666666666666
1163,2006,56.6,Virginia,46.2,VA,False,None,126.3,4.455621302,59.69,9.25
1164,2007,56.8,Virginia,35.19,VA,False,None,130.525,4.137362637,66.52,9.614166666666668
1165,2008,55.7,Virginia,40.64,VA,False,None,161.525,3.447802198,94.04,11.5625
1166,2009,55.2,Virginia,51.25,VA,False,None,182.40833333333333,2.386939983,56.35,5.14
1167,2010,55.9,Virginia,41.74,VA,False,None,189.55,2.04475,74.71,5.524166666666667
1168,2011,57.0,Virginia,48.3,VA,False,None,207.04166666666663,1.67725,95.73,5.066666666666666
1169,2012,57.6,Virginia,40.05,VA,False,None,211.29166666666663,0.876416667,94.52,3.45
1170,2013,55.1,Virginia,51.37,VA,False,None,208.11666666666667,0.696333333,95.99,4.566666666666666
1171,2014,54.4,Virginia,43.75,VA,False,None,199.93333333333337,0.6415,87.39,5.113333333333333
1172,2015,56.5,Virginia,49.76,VA,False,None,194.0,0.5965,44.39,3.0700000000000003
1173,2016,57.1,Virginia,45.41,VA,False,None,189.58333333333331,0.5505,38.29,3.0966666666666662
1174,2017,57.3,Virginia,41.56,VA,False,None,195.8166666666667,0.462166667,48.05,3.4933333333333336
1175,2018,56.6,Virginia,63.53,VA,False,None,199.59166666666667,0.4115,61.4,3.523333333333333
1176,2019,57.5,Virginia,46.0,VA,False,None,199.825,0.37725,55.59,2.803333333333333
1177,2020,57.4,Virginia,61.4,VA,False,None,188.9416666666667,,36.86,2.2416666666666667
1178,1990,47.3,Washington,50.91,WA,True,2006,,8.805156382,20.03,
1179,1991,47.1,Washington,40.48,WA,True,2006,,7.95646661,16.54,
1180,1992,48.6,Washington,37.13,WA,True,2006,,7.21386306,15.99,
1181,1993,45.6,Washington,33.68,WA,True,2006,,7.107776839,14.25,
1182,1994,47.9,Washington,42.51,WA,True,2006,,6.365173288,13.19,
1183,1995,47.5,Washington,51.08,WA,True,2006,,5.834742181,14.62,
1184,1996,45.6,Washington,54.95,WA,True,2006,,6.046914624,18.46,
1185,1997,47.1,Washington,51.07,WA,True,2006,,6.365173288,17.23,4.315
1186,1998,48.6,Washington,48.61,WA,True,2006,,5.728655959,10.87,3.5683333333333334
1187,1999,46.9,Washington,49.3,WA,True,2006,,5.092138631,15.56,3.876666666666667
1188,2000,46.2,Washington,34.21,WA,True,2006,,4.879966188,26.72,7.526666666666666
1189,2001,46.9,Washington,39.16,WA,True,2006,,4.773879966,21.84,5.665
1190,2002,46.9,Washington,36.51,WA,True,2006,99.76666666666668,4.031276416,22.51,5.429166666666667
1191,2003,48.2,Washington,43.47,WA,True,2006,99.93333333333334,3.978233305,27.56,8.579166666666667
1192,2004,48.4,Washington,37.65,WA,True,2006,108.91666666666669,4.137362637,36.77,8.965833333333334
1193,2005,47.3,Washington,38.64,WA,True,2006,116.51666666666668,4.243448859,50.28,13.141666666666666
1194,2006,47.5,Washington,50.26,WA,True,2006,126.3,4.455621302,59.69,9.25
1195,2007,46.8,Washington,40.24,WA,True,2006,130.525,4.137362637,66.52,9.614166666666668
1196,2008,45.8,Washington,37.39,WA,True,2006,161.525,3.447802198,94.04,11.5625
1197,2009,46.4,Washington,39.9,WA,True,2006,182.40833333333333,2.386939983,56.35,5.14
1198,2010,47.1,Washington,47.32,WA,True,2006,189.55,2.04475,74.71,5.524166666666667
1199,2011,45.5,Washington,43.82,WA,True,2006,207.04166666666663,1.67725,95.73,5.066666666666666
1200,2012,47.1,Washington,52.87,WA,True,2006,211.29166666666663,0.876416667,94.52,3.45
1201,2013,47.2,Washington,35.68,WA,True,2006,208.11666666666667,0.696333333,95.99,4.566666666666666
1202,2014,48.4,Washington,48.8,WA,True,2006,199.93333333333337,0.6415,87.39,5.113333333333333
1203,2015,50.0,Washington,43.25,WA,True,2006,194.0,0.5965,44.39,3.0700000000000003
1204,2016,48.6,Washington,49.14,WA,True,2006,189.58333333333331,0.5505,38.29,3.0966666666666662
1205,2017,46.8,Washington,48.73,WA,True,2006,195.8166666666667,0.462166667,48.05,3.4933333333333336
1206,2018,48.0,Washington,41.32,WA,True,2006,199.59166666666667,0.4115,61.4,3.523333333333333
1207,2019,46.5,Washington,33.07,WA,True,2006,199.825,0.37725,55.59,2.803333333333333
1208,2020,48.1,Washington,45.25,WA,True,2006,188.9416666666667,,36.86,2.2416666666666667
1209,1990,53.9,West Virginia,49.5,WV,False,None,,8.805156382,20.03,
1210,1991,53.8,West Virginia,41.77,WV,False,None,,7.95646661,16.54,
1211,1992,51.3,West Virginia,41.19,WV,False,None,,7.21386306,15.99,
1212,1993,51.9,West Virginia,44.31,WV,False,None,,7.107776839,14.25,
1213,1994,51.8,West Virginia,49.45,WV,False,None,,6.365173288,13.19,
1214,1995,51.6,West Virginia,44.06,WV,False,None,,5.834742181,14.62,
1215,1996,50.7,West Virginia,59.17,WV,False,None,,6.046914624,18.46,
1216,1997,51.0,West Virginia,41.23,WV,False,None,,6.365173288,17.23,4.315
1217,1998,54.2,West Virginia,46.11,WV,False,None,,5.728655959,10.87,3.5683333333333334
1218,1999,53.0,West Virginia,38.98,WV,False,None,,5.092138631,15.56,3.876666666666667
1219,2000,51.8,West Virginia,42.59,WV,False,None,,4.879966188,26.72,7.526666666666666
1220,2001,52.7,West Virginia,39.86,WV,False,None,,4.773879966,21.84,5.665
1221,2002,53.2,West Virginia,48.56,WV,False,None,99.76666666666668,4.031276416,22.51,5.429166666666667
1222,2003,51.6,West Virginia,59.42,WV,False,None,99.93333333333334,3.978233305,27.56,8.579166666666667
1223,2004,52.7,West Virginia,53.07,WV,False,None,108.91666666666669,4.137362637,36.77,8.965833333333334
1224,2005,52.8,West Virginia,41.89,WV,False,None,116.51666666666668,4.243448859,50.28,13.141666666666666
1225,2006,53.0,West Virginia,43.63,WV,False,None,126.3,4.455621302,59.69,9.25
1226,2007,53.3,West Virginia,42.85,WV,False,None,130.525,4.137362637,66.52,9.614166666666668
1227,2008,51.8,West Virginia,46.04,WV,False,None,161.525,3.447802198,94.04,11.5625
1228,2009,51.7,West Virginia,46.8,WV,False,None,182.40833333333333,2.386939983,56.35,5.14
1229,2010,52.0,West Virginia,42.43,WV,False,None,189.55,2.04475,74.71,5.524166666666667
1230,2011,53.5,West Virginia,55.1,WV,False,None,207.04166666666663,1.67725,95.73,5.066666666666666
1231,2012,54.3,West Virginia,44.62,WV,False,None,211.29166666666663,0.876416667,94.52,3.45
1232,2013,51.8,West Virginia,47.59,WV,False,None,208.11666666666667,0.696333333,95.99,4.566666666666666
1233,2014,50.8,West Virginia,42.79,WV,False,None,199.93333333333337,0.6415,87.39,5.113333333333333
1234,2015,53.1,West Virginia,48.62,WV,False,None,194.0,0.5965,44.39,3.0700000000000003
1235,2016,54.1,West Virginia,45.36,WV,False,None,189.58333333333331,0.5505,38.29,3.0966666666666662
1236,2017,54.0,West Virginia,47.01,WV,False,None,195.8166666666667,0.462166667,48.05,3.4933333333333336
1237,2018,53.3,West Virginia,65.1,WV,False,None,199.59166666666667,0.4115,61.4,3.523333333333333
1238,2019,54.2,West Virginia,48.24,WV,False,None,199.825,0.37725,55.59,2.803333333333333
1239,2020,54.0,West Virginia,53.77,WV,False,None,188.9416666666667,,36.86,2.2416666666666667
1240,1990,41.8,Wyoming,15.38,WY,False,None,,8.805156382,20.03,
1241,1991,41.7,Wyoming,17.09,WY,False,None,,7.95646661,16.54,
1242,1992,42.5,Wyoming,14.98,WY,False,None,,7.21386306,15.99,
1243,1993,38.9,Wyoming,18.5,WY,False,None,,7.107776839,14.25,
1244,1994,42.9,Wyoming,14.02,WY,False,None,,6.365173288,13.19,
1245,1995,41.7,Wyoming,20.28,WY,False,None,,5.834742181,14.62,
1246,1996,41.0,Wyoming,17.3,WY,False,None,,6.046914624,18.46,
1247,1997,41.2,Wyoming,17.98,WY,False,None,,6.365173288,17.23,4.315
1248,1998,42.5,Wyoming,19.57,WY,False,None,,5.728655959,10.87,3.5683333333333334
1249,1999,43.2,Wyoming,15.94,WY,False,None,,5.092138631,15.56,3.876666666666667
1250,2000,42.5,Wyoming,14.31,WY,False,None,,4.879966188,26.72,7.526666666666666
1251,2001,43.2,Wyoming,11.91,WY,False,None,,4.773879966,21.84,5.665
1252,2002,41.4,Wyoming,11.97,WY,False,None,99.76666666666668,4.031276416,22.51,5.429166666666667
1253,2003,43.0,Wyoming,15.13,WY,False,None,99.93333333333334,3.978233305,27.56,8.579166666666667
1254,2004,42.4,Wyoming,14.56,WY,False,None,108.91666666666669,4.137362637,36.77,8.965833333333334
1255,2005,42.8,Wyoming,16.27,WY,False,None,116.51666666666668,4.243448859,50.28,13.141666666666666
1256,2006,43.2,Wyoming,12.74,WY,False,None,126.3,4.455621302,59.69,9.25
1257,2007,43.3,Wyoming,15.05,WY,False,None,130.525,4.137362637,66.52,9.614166666666668
1258,2008,40.7,Wyoming,16.05,WY,False,None,161.525,3.447802198,94.04,11.5625
1259,2009,40.9,Wyoming,17.0,WY,False,None,182.40833333333333,2.386939983,56.35,5.14
1260,2010,42.0,Wyoming,17.25,WY,False,None,189.55,2.04475,74.71,5.524166666666667
1261,2011,41.1,Wyoming,18.55,WY,False,None,207.04166666666663,1.67725,95.73,5.066666666666666
1262,2012,44.8,Wyoming,10.96,WY,False,None,211.29166666666663,0.876416667,94.52,3.45
1263,2013,41.7,Wyoming,16.32,WY,False,None,208.11666666666667,0.696333333,95.99,4.566666666666666
1264,2014,42.1,Wyoming,18.1,WY,False,None,199.93333333333337,0.6415,87.39,5.113333333333333
1265,2015,44.2,Wyoming,16.71,WY,False,None,194.0,0.5965,44.39,3.0700000000000003
1266,2016,43.9,Wyoming,17.28,WY,False,None,189.58333333333331,0.5505,38.29,3.0966666666666662
1267,2017,43.2,Wyoming,18.66,WY,False,None,195.8166666666667,0.462166667,48.05,3.4933333333333336
1268,2018,42.4,Wyoming,16.12,WY,False,None,199.59166666666667,0.4115,61.4,3.523333333333333
1269,2019,40.3,Wyoming,18.34,WY,False,None,199.825,0.37725,55.59,2.803333333333333
1270,2020,42.8,Wyoming,11.72,WY,False,None,188.9416666666667,,36.86,2.2416666666666667
1271,1990,25.4,Alaska,39.07,AK,False,None,,8.805156382,20.03,
1272,1991,27.0,Alaska,38.7,AK,False,None,,7.95646661,16.54,
1273,1992,25.0,Alaska,38.54,AK,False,None,,7.21386306,15.99,
1274,1993,29.9,Alaska,39.25,AK,False,None,,7.107776839,14.25,
1275,1994,26.2,Alaska,39.17,AK,False,None,,6.365173288,13.19,
1276,1995,27.8,Alaska,31.29,AK,False,None,,5.834742181,14.62,
1277,1996,25.1,Alaska,31.64,AK,False,None,,6.046914624,18.46,
1278,1997,28.1,Alaska,35.81,AK,False,None,,6.365173288,17.23,4.315
1279,1998,28.4,Alaska,36.54,AK,False,None,,5.728655959,10.87,3.5683333333333334
1280,1999,24.0,Alaska,40.29,AK,False,None,,5.092138631,15.56,3.876666666666667
1281,2000,28.4,Alaska,40.08,AK,False,None,,4.879966188,26.72,7.526666666666666
1282,2001,27.3,Alaska,37.5,AK,False,None,,4.773879966,21.84,5.665
1283,2002,30.1,Alaska,40.52,AK,False,None,99.76666666666668,4.031276416,22.51,5.429166666666667
1284,2003,29.1,Alaska,39.0,AK,False,None,99.93333333333334,3.978233305,27.56,8.579166666666667
1285,2004,29.3,Alaska,38.74,AK,False,None,108.91666666666669,4.137362637,36.77,8.965833333333334
1286,2005,29.2,Alaska,40.36,AK,False,None,116.51666666666668,4.243448859,50.28,13.141666666666666
1287,2006,26.4,Alaska,38.71,AK,False,None,126.3,4.455621302,59.69,9.25
1288,2007,28.1,Alaska,34.09,AK,False,None,130.525,4.137362637,66.52,9.614166666666668
1289,2008,25.1,Alaska,37.09,AK,False,None,161.525,3.447802198,94.04,11.5625
1290,2009,26.8,Alaska,35.21,AK,False,None,182.40833333333333,2.386939983,56.35,5.14
1291,2010,27.4,Alaska,33.85,AK,False,None,189.55,2.04475,74.71,5.524166666666667
1292,2011,27.0,Alaska,38.74,AK,False,None,207.04166666666663,1.67725,95.73,5.066666666666666
1293,2012,24.3,Alaska,37.28,AK,False,None,211.29166666666663,0.876416667,94.52,3.45
1294,2013,27.8,Alaska,40.81,AK,False,None,208.11666666666667,0.696333333,95.99,4.566666666666666
1295,2014,30.3,Alaska,36.75,AK,False,None,199.93333333333337,0.6415,87.39,5.113333333333333
1296,2015,30.0,Alaska,40.1,AK,False,None,194.0,0.5965,44.39,3.0700000000000003
1297,2016,31.9,Alaska,37.07,AK,False,None,189.58333333333331,0.5505,38.29,3.0966666666666662
1298,2017,29.3,Alaska,38.06,AK,False,None,195.8166666666667,0.462166667,48.05,3.4933333333333336
1299,2018,30.4,Alaska,37.9,AK,False,None,199.59166666666667,0.4115,61.4,3.523333333333333
1300,2019,32.2,Alaska,38.0,AK,False,None,199.825,0.37725,55.59,2.803333333333333
1301,2020,27.5,Alaska,37.94,AK,False,None,188.9416666666667,,36.86,2.2416666666666667
